canal,titulo,url,fecha,vistas,vph,usd
norlan mejia,❤[AMV]❤ No Hay Nadie Más❤,https://www.youtube.com/watch?v=bdbz8ZfgnVc&list=RDbdbz8ZfgnVc&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 6 a,1300.0,0.15,4.51
DJ Intokable,Ramón Orlando | Cúrame (1989),https://www.youtube.com/watch?v=c_JC2Tb9cXw&list=RDc_JC2Tb9cXw&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 5 m,628.0,0.07,2.18
Classicos Pa'Goza,Ramon orlando y la orquesta internacional. El silencio tu y yo. For promotional use only.,https://www.youtube.com/watch?v=_HK_AzdvW6s&list=RD_HK_AzdvW6s&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 7 a,96.0,0.01,0.33
KARAOKEKONKLASE,ramon orlando no hay nadie mas pista,https://www.youtube.com/watch?v=aRHXjybNWyU&list=RDaRHXjybNWyU&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 15 a,15000.0,1.71,52.08
Shayra Ramírez,"Ramón Orlando Valoy «Caña brava» Autor: Toño Abréu. Berlin, NJ. 23 de noviembre, 2024",https://www.youtube.com/watch?v=S0LT1Sq-nC0&list=RDS0LT1Sq-nC0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,353.0,0.04,1.23
Ramón Orlando Valoy,4-Ramon Orlando y Miledy-Balada de Amor(Parte 4)-Quiereme Ahora (Separacion por trabajo),https://www.youtube.com/watch?v=3PXfSZql6Lg&list=RD3PXfSZql6Lg&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 14 a,704000.0,80.37,2444.36
Ramón Orlando - Topic,Mas,https://www.youtube.com/watch?v=-quKS8L7tRg&list=RD-quKS8L7tRg&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,5600.0,0.64,19.44
Jose Luis Mármol Official,No hay nadie mas - Ramon Orlando - Performed by Jose Luis Mármol - Merengue Avanzado,https://www.youtube.com/watch?v=KXBJzMQ56_4&list=RDKXBJzMQ56_4&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,3400.0,0.39,11.81
JOMONT KARAOKE,Si tu piensas que no te amo. KARAOKE...Ramon Orlando,https://www.youtube.com/watch?v=EGSbabDmIsk&list=RDEGSbabDmIsk&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 4 a,10000.0,1.14,34.72
Danyerson Beatz,No Hay Nadie Mas - Danyerson - Cover (Version Mambo),https://www.youtube.com/watch?v=cYJGvtzTStk&list=RDcYJGvtzTStk&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,142.0,0.02,0.49
Edgar Fermin,Ramon Orlando-No Me Importa No.,https://www.youtube.com/watch?v=cpFtSZ-Qlw0&list=RDcpFtSZ-Qlw0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 6 a,13000.0,1.48,45.14
Francisco Vasquez,Ramon Orlando - Quiereme Ahora,https://www.youtube.com/watch?v=z_8h42Ga1C4&list=RDz_8h42Ga1C4&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 15 a,999000.0,114.04,3468.63
williamsflex,no hay nadie mas jocelyn,https://www.youtube.com/watch?v=I6avI8BrjpI&list=RDI6avI8BrjpI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 14 a,59.0,0.01,0.2
Classicos Pa'Goza,Ramon Orlando y la orquesta Internacional. Risas. For promotional use only.,https://www.youtube.com/watch?v=dzLoX1NExdU&list=RDdzLoX1NExdU&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 7 a,76.0,0.01,0.26
Romano_Legado,Sebastian Yatra - No hay nadie más /version salsa (seba-romano),https://www.youtube.com/watch?v=77pc8f71XHc&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 6 a,1700.0,0.19,5.9
La quinta pata,¡Ramón Orlando Sorprende a Evangélicos con lo que le Dijo a Martha Candela!,https://www.youtube.com/watch?v=mxYF5Y6--jE&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 2 m,255000.0,29.11,885.39
"CleanTaxes Multiservices, LLC",no hay nadie mas pa sustituirte en cleantaxes ny,https://www.youtube.com/watch?v=d_kBLVxgKrw&list=RDd_kBLVxgKrw&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 4 a,116.0,0.01,0.4
Rommel Hunter - Topic,No Hay Nadie Más,https://www.youtube.com/watch?v=nIGXt1UCsak&list=RDnIGXt1UCsak&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,248.0,0.03,0.86
Polancr - Richard Polanco,Ramon Orlando - Si Supieras,https://www.youtube.com/watch?v=hToBxoU-Yp8&list=RDhToBxoU-Yp8&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,1400.0,0.16,4.86
Shayra Ramírez… Eternizando momentos. ♥️,"Ramón Orlando Valoy y Shayra “Te juro que te quiero”. Del disco “Shayra, con el alma desnuda”. 2018",https://www.youtube.com/watch?v=NF7XOSiNHRg&list=RDNF7XOSiNHRg&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 a,4600.0,0.53,15.97
Ramón Orlando - Topic,No Eres Una Mas,https://www.youtube.com/watch?v=bt7472hIPuU&list=RDbt7472hIPuU&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,10000.0,1.14,34.72
Elgalan718,"RAMON ORLANDO - Mil Maneras (Festival Gozamba '95, Riverbank Park Manhattan New york)",https://www.youtube.com/watch?v=8iDROJC3Tf0&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 9 a,16000.0,1.83,55.55
Telefuturo 23,Bio23 - Todo lo que tienes que saber de Ramon Orlando,https://www.youtube.com/watch?v=Fon2JMBSjqE&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 4 a,448.0,0.05,1.56
PARTY TYME KARAOKE EN ESPAÑOL,Ramon Orlando - Mas (Versión Karaoke),https://www.youtube.com/watch?v=QHJ3vZKGxKI&list=RDQHJ3vZKGxKI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 a,3900.0,0.45,13.54
Gaby Quiles,Ramon Orlando - Tu Mujer (Vivo),https://www.youtube.com/watch?v=dH1t5P2CJrE&list=RDdH1t5P2CJrE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 4 a,2200.0,0.25,7.64
Classicos Pa'Goza,Ramon Orlando y la orquesta Internacional. Mamá mía. For promotional use only.,https://www.youtube.com/watch?v=4NJ5-yfWJWI&list=RD4NJ5-yfWJWI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 7 a,66.0,0.01,0.23
Jonathan  Díaz,Ramón orlando & el amor de mi vida,https://www.youtube.com/watch?v=bfGXw6IPyGA&list=RDbfGXw6IPyGA&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 a,1700.0,0.19,5.9
ANÁLISIS DOMINICANOS CON PABLO VARGAS,Me volaron la cabeza...Tocaron TODOS los arreglos de RAMON ORLANDO a PRIMERA VISTA,https://www.youtube.com/watch?v=gdKTSk6ELAQ&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 2 m,15000.0,1.71,52.08
YoSoyAlexDj,No hay nadie mas (versión bachata),https://www.youtube.com/watch?v=0Lr1RZ6k3DU&list=RD0Lr1RZ6k3DU&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 7 a,732.0,0.08,2.54
Trap Latino,no hay nadie más que pueda daler vida a este corazón,https://www.youtube.com/watch?v=ssjeJpBzv4I&list=RDssjeJpBzv4I&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 a,2700000.0,308.22,9374.69
JUNIOR CABRERA,DESDE REPÚBLICA DOMINICANA HASTA RUSIA: RAMÓN ORLANDO 🇩🇴🎶🇷🇺,https://www.youtube.com/watch?v=xBBSxxy_uGo&list=RDxBBSxxy_uGo&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 3 m,151000.0,17.24,524.29
Central Noticias,ESPECIAL | Ramón Orlando: biografía de un maestro del merengue,https://www.youtube.com/watch?v=ASF8K4301mU&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 6 a,4400.0,0.5,15.28
saymond salazar fonseca,NO HAY NADIE MAS,https://www.youtube.com/watch?v=UFcdwM1x0Lw&list=RDUFcdwM1x0Lw&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 13 a,121.0,0.01,0.42
Jose Luis Mármol Official,Bailando Ramon Orlando - Performed by Jose Luis Mármol - Merengue Avanzado,https://www.youtube.com/watch?v=aJqxG_dP7qg&list=RDaJqxG_dP7qg&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,8000.0,0.91,27.78
Noticias RNN,Ramón Orlando responde a críticas sobre concierto en el Olímpico,https://www.youtube.com/watch?v=cjnrKR2sY6w&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 20 h,16.0,0.0,0.06
Central Noticias,Ramón Orlando (El Maestro) en concierto,https://www.youtube.com/watch?v=fXWA2YjqPEg&list=RDfXWA2YjqPEg&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 6 a,177000.0,20.21,614.56
El Almacen del Merengue,ARAMIS CAMILO-NO HAY NADIE MAS 1995,https://www.youtube.com/watch?v=176nBQCjQXw&list=RD176nBQCjQXw&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 a,1600.0,0.18,5.56
DJ Intokable,Ramón Orlando | Noche Eterna (2001),https://www.youtube.com/watch?v=z6tLaM3_DLc&list=RDz6tLaM3_DLc&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,1100.0,0.13,3.82
Shayra Ramírez… Eternizando momentos. ♥️,"Ramón Orlando y la orquesta Internacional, con Henry García y Miguel Miguel",https://www.youtube.com/watch?v=plhXaNkXlKs&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 2 a,116.0,0.01,0.4
Altanto TV,"Ramón Orlando, habla de Juan Luis Guerra, sus grandes exitos y su vida",https://www.youtube.com/watch?v=fEAqoO4UZ9U&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 6 a,347000.0,39.61,1204.82
Robert Liriano,Robert Liriano - Tributo a Ramón Orlando & la Internacional (Video Oficial),https://www.youtube.com/watch?v=fMrq9W1byOA&list=RDfMrq9W1byOA&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 4 a,266000.0,30.37,923.58
Classicos Pa'Goza,Ramon Orlando y la orquesta internacional. Curarme. For promotional use only.,https://www.youtube.com/watch?v=HDt5DXoqUPE&list=RDHDt5DXoqUPE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 7 a,63.0,0.01,0.22
Luis Peláez,Como TOCAR No hay nadie mas en GUITARRA (how to play My Only One)-Sebastian Yatra,https://www.youtube.com/watch?v=Bj_Gy9kHjQM&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 8 a,27000.0,3.08,93.75
Ramón Orlando - Topic,Nadie Muere De Amor,https://www.youtube.com/watch?v=t477SSN0Jxs&list=RDt477SSN0Jxs&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,14000.0,1.6,48.61
PABLO VARGAS  ANALIZANDO CANTANTES,RAMÓN ORLANDO ENSEÑA A LOS RUSOS COMO SE TOCA EL MERENGUE SINFÓNICO,https://www.youtube.com/watch?v=7pfIIrrtZ3s&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 3 m,57000.0,6.51,197.91
Manolo Ozuna DG,"RAMÓN ORLANDO: LO QUE NO SABÍAS DE RUBBY PÉREZ Y LO MEJOR DE ÉL MISMO, ¡SORPRESAS!😮",https://www.youtube.com/watch?v=K-2ikKo7czs&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 1 a,68000.0,7.76,236.1
LA BANDA,"LA BANDA - NO HAY NADIE MÁS (""Es La Banda"" Live Album)",https://www.youtube.com/watch?v=hE_UwF-KuMA&list=RDhE_UwF-KuMA&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 3 a,5100.0,0.58,17.71
DJ Intokable,Ramón Orlando | De Que Me Sirvió Quererte (2001),https://www.youtube.com/watch?v=nd198zSLM18&list=RDnd198zSLM18&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,1000.0,0.11,3.47
Shayra Ramírez,"Ramón Orlando Valoy «Las mil maneras» Berlin, NJ. 23 de noviembre, 2024",https://www.youtube.com/watch?v=8QPW6gLdVMg&list=RD8QPW6gLdVMg&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,708.0,0.08,2.46
Lisandro Taveras,Ramon Orlando - No Me Importa No,https://www.youtube.com/watch?v=ffnrj4owW0Y&list=RDffnrj4owW0Y&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 8 a,5300.0,0.61,18.4
José Peguero,Ramón Orlando no se arrepiente de aquella canción,https://www.youtube.com/watch?v=3SflEVvRzlk&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 7 a,3100.0,0.35,10.76
DJ CHARLY,Los Sobrevivientes Presentan - Ramon Orlando En Vivo (Fiesta En Barco),https://www.youtube.com/watch?v=5g9p4wrH8DI&list=RD5g9p4wrH8DI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 7 a,36000.0,4.11,125.0
DJ Intokable,Ramón Orlando | Cabecita Loca (2001),https://www.youtube.com/watch?v=B12lE75DEIw&list=RDB12lE75DEIw&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 1 a,548.0,0.06,1.9
Egis & Vanessa,Egi & Jurgita | Pablo Dazán - No hay nadie mas (DJ Alejandro Bachata Remix) | Bachata Choreography,https://www.youtube.com/watch?v=Vhes1jff6uE&list=RDVhes1jff6uE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,10000.0,1.14,34.72
DJ Intokable,Ramón Orlando | Diciembre Party (2001),https://www.youtube.com/watch?v=yzDb4cvojow&list=RDyzDb4cvojow&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,1200.0,0.14,4.17
JoseitoAcordes,Como tocar no hay nadie mas de Sebastian Yatra. En Cuatro Venezolano,https://www.youtube.com/watch?v=yU9grSpvPLY&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 8 a,14000.0,1.6,48.61
VCLK PRODUCCION,VOY RAMON ORLANDO KARAOKE (Desvocalizado),https://www.youtube.com/watch?v=dyJVm_B5BjM&list=RDdyJVm_B5BjM&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,4100.0,0.47,14.24
Shayra Ramírez,"Ramón Orlando Valoy «El venao» Berlin, NJ. 23 de noviembre, 2024",https://www.youtube.com/watch?v=-cGBwtwB9kI&list=RD-cGBwtwB9kI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 1 a,235.0,0.03,0.82
demibarrio,Ramón Orlando: el hombre más romántico de todos los tiempos,https://www.youtube.com/watch?v=QAFzT8Ur4Lo&list=RDQAFzT8Ur4Lo&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,1000.0,0.11,3.47
Chris Monestel,No Hay Nadie Más - Sebastian Yatra / Bass Cover,https://www.youtube.com/watch?v=aonXDxnxg8E&list=RDaonXDxnxg8E&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 3 a,1900.0,0.22,6.6
Eduardo de León Oficial,Cuando Nadie Me Vio Caer | La Canción Que Está Haciendo Llorar a Todos - Marc Anthony,https://www.youtube.com/watch?v=C_auuk6bzvI&list=RDC_auuk6bzvI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 día,599.0,24.96,2.08
Henry Garcia - Topic,"Amor De Todos, Corazón De Nadie",https://www.youtube.com/watch?v=6Z3yafTm4rk&list=RD6Z3yafTm4rk&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,0.0,0.0,0.0
CARLOSA,"Ramon Orlando 2024 MIX Las Mejores Canciones - Te Compro Tu Novia, Mamá, No Voy A Volver A Llora...",https://www.youtube.com/watch?v=W1tGr_MirT0&list=RDW1tGr_MirT0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,511.0,0.06,1.77
Liana Veda,"""No Hay Nadie Mas"" Zumba®️ Choreo by Liana Veda #zumba #dancefitness #lianaveda #merengue",https://www.youtube.com/watch?v=ZIRF4yMu5ZA&list=RDZIRF4yMu5ZA&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,1300.0,0.15,4.51
